#KEY	SRR5045034_2	SRR5045035_2	SRR5045036_2	SRR5045037_2	SRR5045038_2	SRR5045039_2
Geneid	SRR5045034	SRR5045035	SRR5045036	SRR5045037	SRR5045038	SRR5045039
gene:SMU_r06	0	0	0	0	0	0
gene:SMU_r07	0	0	0	0	0	0
gene:SMU_r08	0	0	0	0	0	0
gene:SMU_r09	0	0	0	0	0	0
gene:SMU_r10	0	0	0	0	0	0
gene:SMU_r11	0	0	0	0	0	0
gene:SMU_r12	0	0	0	0	0	0
gene:SMU_r13	0	0	0	0	0	0
gene:SMU_r14	0	0	0	0	0	0
gene:SMU_r15	0	0	0	0	0	0
gene:SMU_t01	0	0	0	0	0	0
gene:SMU_t02	0	0	0	0	0	0
gene:SMU_t03	0	0	0	0	0	0
gene:SMU_t04	0	0	0	0	0	0
gene:SMU_t05	0	0	0	0	0	0
gene:SMU_t06	0	0	0	0	0	0
gene:SMU_t07	0	0	0	0	0	0
gene:SMU_t08	0	0	0	0	0	0
gene:SMU_t09	0	0	0	0	0	0
gene:SMU_t10	0	0	0	0	0	0
gene:SMU_t11	0	0	0	0	0	0
gene:SMU_t12	0	0	0	0	0	0
gene:SMU_t13	0	0	0	0	0	0
gene:SMU_t14	0	0	0	0	0	0
gene:SMU_t15	0	0	0	0	0	0
gene:SMU_t16	0	0	0	0	0	0
gene:SMU_t17	0	0	0	0	0	0
gene:SMU_t18	0	0	0	0	0	0
gene:SMU_t19	0	0	0	0	0	0
gene:SMU_t20	0	0	0	0	0	0
gene:SMU_t21	0	0	0	0	0	0
gene:SMU_t22	0	0	0	0	0	0
gene:SMU_t23	0	0	0	0	0	0
gene:SMU_t24	0	0	0	0	0	0
gene:SMU_t25	0	0	0	0	0	0
gene:SMU_t26	0	0	0	0	0	0
gene:SMU_t27	0	0	0	0	0	0
gene:SMU_t28	0	0	0	0	0	0
gene:SMU_t29	0	0	0	0	0	0
gene:SMU_t30	0	0	0	0	0	0
gene:SMU_t31	0	0	0	0	0	0
gene:SMU_t32	0	0	0	0	0	0
gene:SMU_t33	0	0	0	0	0	0
gene:SMU_t34	0	0	0	0	0	0
gene:SMU_t35	0	0	0	0	0	0
gene:SMU_t36	0	0	0	0	0	0
gene:SMU_t37	0	0	0	0	0	0
gene:SMU_t38	49	74	54	25	20	11
gene:SMU_t39	0	0	0	0	0	0
gene:SMU_t40	0	0	0	0	0	0
gene:SMU_t41	0	0	0	0	0	0
gene:SMU_t42	0	0	0	0	0	0
gene:SMU_t43	0	0	0	0	0	0
gene:SMU_t44	0	0	0	0	0	0
gene:SMU_t45	0	0	0	0	0	0
gene:SMU_t46	0	0	0	0	0	0
gene:SMU_t47	0	0	0	0	0	0
gene:SMU_t48	0	0	0	0	0	0
gene:SMU_t49	0	0	0	0	0	0
gene:SMU_t50	0	0	0	0	0	0
gene:SMU_t51	0	0	0	0	0	0
gene:SMU_t52	0	0	0	0	0	0
gene:SMU_t53	0	0	0	0	0	0
gene:SMU_t54	0	0	0	0	0	0
gene:SMU_t55	0	0	0	0	0	0
gene:SMU_t56	0	0	0	0	0	0
gene:SMU_t57	0	0	0	0	0	0
gene:SMU_t58	0	0	0	0	0	0
gene:SMU_t59	0	0	0	0	0	0
gene:SMU_t60	0	0	0	0	0	0
gene:SMU_t61	0	0	0	0	0	0
gene:SMU_t62	0	0	0	0	0	0
gene:SMU_t63	0	0	0	0	0	0
gene:SMU_t64	0	0	0	0	0	0
gene:SMU_t65	0	0	0	0	0	0
